"filename", "language", "TypeScript", "JSON", "SCSS", "HTML", "comment", "blank", "total"
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/type/record/SearchCondition.ts", "TypeScript", 20, 0, 0, 0, 2, 2, 24
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/InputCheckerUtility.ts", "TypeScript", 46, 0, 0, 0, 1, 2, 49
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/ViewUtility.ts", "TypeScript", 70, 0, 0, 0, 0, 4, 74
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/aboutLang.ts", "TypeScript", 22, 0, 0, 0, 0, 2, 24
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/arrayUtility.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 9
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/inputCheckerUtility.test.ts", "TypeScript", 77, 0, 0, 0, 0, 2, 79
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/rankUtility.ts", "TypeScript", 11, 0, 0, 0, 0, 2, 13
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/timeUtility.ts", "TypeScript", 29, 0, 0, 0, 0, 1, 30
"/Users/AppleBird/Desktop/VSCodeProject/kss-recorders/src/ts/utility/undefinedChecker.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 8
"Total", "-", 2954, 90, 615, 912, 107, 414, 5092
