"filename", "language", "TypeScript", "SCSS", "JSON", "HTML", "comment", "blank", "total"
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_getlist\IReceivedDataAtServer_getlist_UseSIdMIdId.ts", "TypeScript", 10, 0, 0, 0, 0, 4, 14
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_getlist\IReceivedDataAtServer_getlist_UseSIdMIdId.validator.ts", "TypeScript", 55, 0, 0, 0, 2, 3, 60
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_pickup\IReceivedDataAtServer_pickUp_UseId.ts", "TypeScript", 4, 0, 0, 0, 0, 3, 7
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_pickup\IReceivedDataAtServer_pickUp_UseId.validator.ts", "TypeScript", 31, 0, 0, 0, 2, 3, 36
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_pickup\IReceivedDataAtServer_pickUp_UseSIdId.ts", "TypeScript", 5, 0, 0, 0, 0, 3, 8
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_pickup\IReceivedDataAtServer_pickUp_UseSIdId.validator.ts", "TypeScript", 43, 0, 0, 0, 2, 3, 48
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_pickup\IReceivedDataAtServer_pickUp_UseSIdMIdId.ts", "TypeScript", 8, 0, 0, 0, 0, 2, 10
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\atServer_pickup\IReceivedDataAtServer_pickUp_UseSIdMIdId.validator.ts", "TypeScript", 47, 0, 0, 0, 2, 3, 52
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\list\relation.ts", "TypeScript", 71, 0, 0, 0, 0, 3, 74
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\notification\IReceivedDataAtClient_notificationRead.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\notification\IReceivedDataAtServer_notificationRead.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\notification\IReceivedDataAtServer_notificationRead.validator.ts", "TypeScript", 31, 0, 0, 0, 2, 3, 36
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\notification\relation.ts", "TypeScript", 6, 0, 0, 0, 0, 1, 7
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtClient_recordDelete.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtClient_recordModerate.ts", "TypeScript", 4, 0, 0, 0, 0, 4, 8
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtClient_recordModify.ts", "TypeScript", 5, 0, 0, 0, 0, 2, 7
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtClient_recordWrite.ts", "TypeScript", 5, 0, 0, 0, 0, 2, 7
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordDelete.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordDelete.validator.ts", "TypeScript", 54, 0, 0, 0, 2, 3, 59
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordModerate.ts", "TypeScript", 9, 0, 0, 0, 0, 4, 13
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordModerate.validator.ts", "TypeScript", 51, 0, 0, 0, 2, 3, 56
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordModify.ts", "TypeScript", 20, 0, 0, 0, 0, 4, 24
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordModify.validator.ts", "TypeScript", 131, 0, 0, 0, 2, 3, 136
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordWrite.ts", "TypeScript", 15, 0, 0, 0, 0, 2, 17
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\changing\IReceivedDataAtServer_recordWrite.validator.ts", "TypeScript", 186, 0, 0, 0, 2, 3, 191
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtClient_recordDetail.ts", "TypeScript", 5, 0, 0, 0, 0, 2, 7
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtClient_recordRawdata.ts", "TypeScript", 5, 0, 0, 0, 0, 3, 8
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtClient_recordSearch.ts", "TypeScript", 5, 0, 0, 0, 0, 3, 8
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtServer_recordDetail.ts", "TypeScript", 10, 0, 0, 0, 0, 2, 12
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtServer_recordDetail.validator.ts", "TypeScript", 198, 0, 0, 0, 2, 3, 203
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtServer_recordRawdata.ts", "TypeScript", 10, 0, 0, 0, 0, 2, 12
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtServer_recordRawdata.validator.ts", "TypeScript", 198, 0, 0, 0, 2, 3, 203
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtServer_recordSearch.ts", "TypeScript", 5, 0, 0, 0, 0, 4, 9
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\notChanging\IReceivedDataAtServer_recordSearch.validator.ts", "TypeScript", 279, 0, 0, 0, 2, 3, 284
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\record\relation.ts", "TypeScript", 43, 0, 0, 0, 0, 1, 44
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\relation.ts", "TypeScript", 30, 0, 0, 0, 0, 5, 35
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\api\transmissionBase.ts", "TypeScript", 22, 0, 0, 0, 0, 2, 24
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\foundation\IGameSystemEnvironment.ts", "TypeScript", 15, 0, 0, 0, 1, 0, 16
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\foundation\IRegulation.ts", "TypeScript", 16, 0, 0, 0, 0, 1, 17
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\foundation\IcooonKind.ts", "TypeScript", 3, 0, 0, 0, 0, 1, 4
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\foundation\MultiLanguageString.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\foundation\MultiLanguageStringWithICon.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\foundation\icooonResolvable.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 3
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\IAbilityItem.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\IGameDifficultyItem.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\IGameModeItem.ts", "TypeScript", 24, 0, 0, 0, 3, 3, 30
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\IGameSystemInfo.ts", "TypeScript", 22, 0, 0, 0, 0, 3, 25
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\IItemOfResolveTableToName.ts", "TypeScript", 19, 0, 0, 0, 0, 1, 20
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\IStoredOfferedRecord.ts", "TypeScript", 14, 0, 0, 0, 0, 2, 16
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\list\ITargetItem.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\record\IOfferedRecord.ts", "TypeScript", 11, 0, 0, 0, 0, 2, 13
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\record\IRecord.ts", "TypeScript", 68, 0, 0, 0, 6, 5, 79
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\record\IRecordGroupResolved.ts", "TypeScript", 9, 0, 0, 0, 0, 2, 11
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\record\IRunner.ts", "TypeScript", 34, 0, 0, 0, 0, 7, 41
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\record\OrderOfRecordArray.ts", "TypeScript", 1, 0, 0, 0, 1, 1, 3
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\type\record\SearchCondition.ts", "TypeScript", 22, 0, 0, 0, 2, 3, 27
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\InputCheckerUtility.ts", "TypeScript", 47, 0, 0, 0, 1, 2, 50
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\ViewUtility.ts", "TypeScript", 64, 0, 0, 0, 0, 4, 68
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\aboutLang.ts", "TypeScript", 35, 0, 0, 0, 0, 2, 37
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\arrayUtility.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 9
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\inputCheckerUtility.test.ts", "TypeScript", 77, 0, 0, 0, 0, 2, 79
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\rankUtility.ts", "TypeScript", 11, 0, 0, 0, 0, 2, 13
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\timeUtility.ts", "TypeScript", 40, 0, 0, 0, 0, 3, 43
"c:\Users\Appbird\Documents\Project\Web\KirbySpeedScoreRecorders\src\ts\utility\undefinedChecker.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 8
"Total", "-", 8211, 1081, 420, 872, 141, 876, 11601
